#name	chrom	txStart	name2
NM_021952	chr1	50574591	ELAVL4
NM_001324208	chr1	50513685	ELAVL4
NM_001324209	chr1	50574591	ELAVL4
NM_001324217	chr1	50575287	ELAVL4
NM_001324216	chr1	50574591	ELAVL4
NM_001324215	chr1	50575287	ELAVL4
NM_001144775	chr1	50571936	ELAVL4
NM_001144774	chr1	50574591	ELAVL4
NR_136725	chr1	50575287	ELAVL4
NM_001080494	chr1	51752929	TTC39A
NM_001297665	chr1	51752929	TTC39A
NM_001297664	chr1	51752929	TTC39A
NM_001297663	chr1	51752929	TTC39A
NM_001144832	chr1	51752929	TTC39A
NM_001297662	chr1	51761209	TTC39A
NM_148909	chr1	52082545	OSBPL9
NM_148908	chr1	52082545	OSBPL9
NM_001981	chr1	51819934	EPS15
NM_148906	chr1	52082545	OSBPL9
NR_036662	chr1	52082545	OSBPL9
NM_024586	chr1	52082545	OSBPL9
NM_001242361	chr1	52254865	NRDC
NM_002525	chr1	52254865	NRDC
NM_001101662	chr1	52254865	NRDC
NM_004799	chr1	52607765	ZFYVE9
NM_007324	chr1	52607765	ZFYVE9
NM_001009881	chr1	52888947	ZCCHC11
NM_015269	chr1	52888947	ZCCHC11
NM_024646	chr1	53192130	ZYG11B
NM_001004339	chr1	53308182	ZYG11A
NM_001307931	chr1	53308182	ZYG11A
NM_001330585	chr1	52816264	CC2D1B
NM_032449	chr1	52816264	CC2D1B
NM_147193	chr1	53971905	GLIS1
NM_001168551	chr1	54231133	NDC1
NM_018087	chr1	54231133	NDC1
NR_033142	chr1	54231133	NDC1
NM_004631	chr1	53708040	LRP8
NM_033300	chr1	53708040	LRP8
NR_133633	chr1	54387233	HSPB11
NR_133632	chr1	54387233	HSPB11
NM_001316935	chr1	54387233	HSPB11
NM_016126	chr1	54387233	HSPB11
NM_017522	chr1	53708040	LRP8
NM_001018054	chr1	53708040	LRP8
NM_015547	chr1	55013806	ACOT11
NR_037639	chr1	55107412	MROH7-TTC4
NR_037640	chr1	55107412	MROH7-TTC4
NR_037641	chr1	55107412	MROH7-TTC4
NM_145716	chr1	54691103	SSBP3
NM_018070	chr1	54691103	SSBP3
NM_147161	chr1	55013806	ACOT11
NM_001031672	chr1	54638026	CYB5RL
NM_001009955	chr1	54691103	SSBP3
NM_003713	chr1	56960418	PLPP3
NM_001004303	chr1	57184476	C1orf168
NM_001278544	chr1	57394882	C8B
NM_001278543	chr1	57394882	C8B
NM_006252	chr1	57110989	PRKAA2
NM_000066	chr1	57394882	C8B
NR_104363	chr1	58326214	DAB1-AS1
NR_104362	chr1	58326214	DAB1-AS1
NR_104364	chr1	58326214	DAB1-AS1
NR_104365	chr1	58326214	DAB1-AS1
NM_145243	chr1	58946390	OMA1
NR_110626	chr1	59486147	LINC01358
NM_001244714	chr1	59775749	FGGY
NM_001278224	chr1	59981300	FGGY
NM_015888	chr1	60280532	HOOK1
NR_110628	chr1	61125302	LOC101926964
NM_176877	chr1	62208148	PATJ
NM_001320269	chr1	62701836	KANK4
NM_181712	chr1	62701836	KANK4
NR_038252	chr1	63624753	LINC00466
NM_001272000	chr1	62920396	DOCK7
NM_001271999	chr1	62920396	DOCK7
NM_032852	chr1	63249776	ATG4C
NM_001272001	chr1	62920396	DOCK7
NM_033407	chr1	62920396	DOCK7
NM_178221	chr1	63249776	ATG4C
NM_001330614	chr1	62920396	DOCK7
NM_002633	chr1	64058946	PGM1
NM_005012	chr1	64239689	ROR1
NM_001172818	chr1	64088886	PGM1
NM_001172819	chr1	64059479	PGM1
NM_001083592	chr1	64239689	ROR1
NM_018211	chr1	65210777	RAVER2
NM_001321855	chr1	65298905	JAK1
NM_001321857	chr1	65298905	JAK1
NM_002227	chr1	65298905	JAK1
NM_001320923	chr1	65298905	JAK1
NM_001321856	chr1	65298905	JAK1
NM_001321852	chr1	65298905	JAK1
NM_001321853	chr1	65298905	JAK1
NM_001321854	chr1	65298905	JAK1
NM_001256865	chr1	65730376	DNAJC6
NM_014787	chr1	65730376	DNAJC6
NM_001256864	chr1	65775217	DNAJC6
NM_013410	chr1	65613849	AK4
NM_203464	chr1	65613231	AK4
NM_001005353	chr1	65613512	AK4
NM_001330616	chr1	65614685	AK4
NM_002600	chr1	66258855	PDE4B
NM_001297440	chr1	66258192	PDE4B
NM_001297441	chr1	66378927	PDE4B
NM_001037341	chr1	66258192	PDE4B
NM_001037340	chr1	66458298	PDE4B
NM_152665	chr1	67218139	TCTEX1D1
NM_024763	chr1	67278571	WDR78
NM_207014	chr1	67303281	WDR78
NM_015139	chr1	67465014	SLC35D1
NM_015640	chr1	67873492	SERBP1
NM_144701	chr1	67632168	IL23R
NM_001018069	chr1	67873492	SERBP1
NM_001018068	chr1	67873492	SERBP1
NM_001018067	chr1	67873492	SERBP1
NM_018841	chr1	68167148	GNG12
NR_040077	chr1	68297970	GNG12-AS1
NM_001002292	chr1	68564141	WLS
NM_001193334	chr1	68591040	WLS
NM_024911	chr1	68591040	WLS
NM_001114120	chr1	68939834	DEPDC1
NM_017779	chr1	68939834	DEPDC1
NM_017768	chr1	70610484	LRRC40
NM_030816	chr1	70724684	ANKRD13C
NR_023916	chr1	70385004	PIN1P1
NR_046217	chr1	71547006	ZRANB2-AS2
NR_028294	chr1	71318035	PTGER3
NM_198717	chr1	71318035	PTGER3
NM_198718	chr1	71418114	PTGER3
NM_198714	chr1	71318035	PTGER3
NM_198716	chr1	71318035	PTGER3
NR_028293	chr1	71318035	PTGER3
NR_028292	chr1	71318035	PTGER3
NM_001126044	chr1	71418114	PTGER3
NR_110676	chr1	73771852	LINC01360
NM_001199327	chr1	74663895	FPGT-TNNI3K
NM_001112808	chr1	74663895	FPGT-TNNI3K
NM_001322315	chr1	74491701	LRRIQ3
NM_015978	chr1	74701070	TNNI3K
NM_001105659	chr1	74491701	LRRIQ3
NM_001002912	chr1	75033794	ERICH3
NM_001320283	chr1	75671816	SLC44A5
NM_001320287	chr1	75667817	SLC44A5
NM_001130058	chr1	75667815	SLC44A5
NM_152697	chr1	75672074	SLC44A5
NM_001320285	chr1	75667817	SLC44A5
NM_002440	chr1	76262555	MSH4
NM_001320273	chr1	77333092	ST6GALNAC5
NM_001320274	chr1	77333092	ST6GALNAC5
NM_030965	chr1	77333092	ST6GALNAC5
NM_001270384	chr1	78245308	MIGA1
NM_001172309	chr1	78354199	NEXN
NM_001304725	chr1	78510645	GIPC2
NM_198549	chr1	78245308	MIGA1
NM_012093	chr1	77748286	AK5
NM_144573	chr1	78354199	NEXN
NM_017655	chr1	78511588	GIPC2
NM_174858	chr1	77747661	AK5
NM_001308237	chr1	78028100	ZZZ3
NM_015534	chr1	78028100	ZZZ3
NR_027310	chr1	78695282	MGC27382
NM_022159	chr1	79355448	ADGRL4
NR_125941	chr1	81001439	LINC01781
NR_125940	chr1	81001439	LINC01781
NM_012302	chr1	82266081	ADGRL2
NM_001297706	chr1	82266081	ADGRL2
NM_001297705	chr1	82266081	ADGRL2
NM_001297704	chr1	82165454	ADGRL2
NM_001330645	chr1	82266081	ADGRL2
NM_002731	chr1	84543657	PRKACB
NM_182948	chr1	84609930	PRKACB
NM_001242857	chr1	84629866	PRKACB
NM_001242858	chr1	84629866	PRKACB
NM_001242859	chr1	84629866	PRKACB
NM_001242860	chr1	84630322	PRKACB
NM_001242861	chr1	84630322	PRKACB
NM_001242862	chr1	84647314	PRKACB
NM_001010971	chr1	84764048	SAMD13
NM_001134663	chr1	84767288	SAMD13
NM_001134664	chr1	84768333	SAMD13
NR_119375	chr1	84041470	LINC01725
NR_119374	chr1	84267198	LOC101927560
NM_024686	chr1	84335056	TTLL7
NR_125761	chr1	85063646	LINC01461
NM_001288563	chr1	85527980	WDR63
NM_145172	chr1	85527980	WDR63
NM_198077	chr1	85715636	C1orf52
NR_024113	chr1	85715636	C1orf52
NM_153259	chr1	85391265	MCOLN2
NM_012152	chr1	85279085	LPAR3
NM_012137	chr1	85784167	DDAH1
NM_001330655	chr1	85784167	DDAH1
NM_001330647	chr1	85391265	MCOLN2
NM_152890	chr1	86194915	COL24A1
NM_006536	chr1	86889565	CLCA2
NM_001134492	chr1	87380334	HS2ST1
NM_012262	chr1	87380334	HS2ST1
NM_001290053	chr1	87678351	LOC101927844
NR_135837	chr1	87036863	LOC105378828
NM_001320708	chr1	89149826	PKN2
NM_001320709	chr1	89149826	PKN2
NM_006256	chr1	89149826	PKN2
NM_015350	chr1	90024271	LRRC8B
NM_001320707	chr1	89149826	PKN2
NM_002053	chr1	89517986	GBP1
NM_052941	chr1	89646830	GBP4
NM_001134476	chr1	89990396	LRRC8B
NM_001134479	chr1	90286572	LRRC8D
NM_018103	chr1	90287479	LRRC8D
NM_001017975	chr1	91726322	HFM1
NM_001308248	chr1	92974252	EVI5
NM_005665	chr1	92974252	EVI5
NM_024813	chr1	92764521	RPAP2
NM_001306076	chr1	93646272	CCDC18
NM_206886	chr1	93646272	CCDC18
NM_001261409	chr1	94027342	BCAR3
NM_003567	chr1	94027342	BCAR3
NM_001261408	chr1	94027342	BCAR3
NM_001164392	chr1	93544791	MTF2
NM_001164391	chr1	93544791	MTF2
NM_001164473	chr1	93913687	FNBP1L
NM_017737	chr1	93913687	FNBP1L
NM_001164393	chr1	93544791	MTF2
NM_007358	chr1	93544791	MTF2
NM_001024948	chr1	93913687	FNBP1L
NM_001114106	chr1	95285897	SLC44A3
NM_001122674	chr1	94883932	ABCD3
NM_002858	chr1	94883932	ABCD3
NR_104131	chr1	95123088	SLC44A3-AS1
NM_000350	chr1	94458393	ABCA4
NM_001258343	chr1	95285897	SLC44A3
NM_001258342	chr1	95285897	SLC44A3
NM_001258341	chr1	95285897	SLC44A3
NM_001258340	chr1	95285897	SLC44A3
NM_152369	chr1	95286099	SLC44A3
NM_001301079	chr1	95286099	SLC44A3
NR_125948	chr1	95628774	LOC101928118
NR_125949	chr1	95628774	LOC101928118
NR_033966	chr1	95940292	LINC01761
NM_001199691	chr1	95583478	TMEM56-RWDD3
NM_001300987	chr1	97187160	PTBP2
NM_021190	chr1	97187160	PTBP2
NM_001300986	chr1	97187160	PTBP2
NM_001300985	chr1	97187160	PTBP2
NR_125356	chr1	97188193	PTBP2
NR_125357	chr1	97187160	PTBP2
NM_001300990	chr1	97187160	PTBP2
NM_001300988	chr1	97187160	PTBP2
NR_110693	chr1	96719624	LINC01787
NM_001300989	chr1	97187160	PTBP2
NM_000110	chr1	97543299	DPYD
NM_001160301	chr1	98185313	DPYD
NR_046590	chr1	97561478	DPYD-AS1
NR_033940	chr1	99469831	LOC100129620
NR_046088	chr1	98676266	LINC01776
NR_033716	chr1	99127235	SNX7
NM_152238	chr1	99127235	SNX7
NM_015976	chr1	99127235	SNX7
NM_017734	chr1	100111430	PALMD
NM_014839	chr1	99729847	PLPPR4
NM_033055	chr1	100503788	MFSD14A
NM_001166252	chr1	99729847	PLPPR4
NM_001319210	chr1	100818022	CDC14A
NM_001319212	chr1	100818022	CDC14A
NM_001319211	chr1	100810570	CDC14A
NM_033313	chr1	100818022	CDC14A
NM_001199834	chr1	101185195	VCAM1
NM_080682	chr1	101185195	VCAM1
NM_001078	chr1	101185195	VCAM1
NM_003672	chr1	100818022	CDC14A
NM_033312	chr1	100818022	CDC14A
NR_110211	chr1	102268122	OLFM3
NR_110210	chr1	102268122	OLFM3
NM_001288823	chr1	102268122	OLFM3
NM_058170	chr1	102268122	OLFM3
NM_001854	chr1	103342022	COL11A1
NR_134980	chr1	103342022	COL11A1
NM_080630	chr1	103342022	COL11A1
NM_080629	chr1	103342022	COL11A1
NM_001190709	chr1	103342022	COL11A1
NM_017619	chr1	104068577	RNPC3
NM_001008219	chr1	104198271	AMY1C
NM_001346780	chr1	104198137	AMY1C
NM_004038	chr1	104198301	AMY1A
NM_001008221	chr1	104198140	AMY1A
NM_001008218	chr1	104198324	AMY1B
NM_001079874	chr1	108113781	VAV3
NM_006113	chr1	108113781	VAV3
NR_046653	chr1	108507064	VAV3-AS1
NM_001267048	chr1	109656584	KIAA1324
NM_001284352	chr1	109656584	KIAA1324
NM_020775	chr1	109656584	KIAA1324
NM_001142550	chr1	109512837	WDR47
NM_013296	chr1	109419602	GPSM2
NM_001265613	chr1	109834986	MYBPHL
NM_014969	chr1	109512837	WDR47
NM_001321039	chr1	109419602	GPSM2
NM_001321038	chr1	109419602	GPSM2
NM_001142551	chr1	109512837	WDR47
NM_001010985	chr1	109834986	MYBPHL
NM_007269	chr1	109289256	STXBP3
NM_004978	chr1	110753335	KCNC4
NM_000561	chr1	110230417	GSTM1
NM_146421	chr1	110230417	GSTM1
NM_001201545	chr1	110881944	RBM15
NM_022768	chr1	110881944	RBM15
NR_036437	chr1	110753335	KCNC4
NM_001039574	chr1	110753335	KCNC4
NM_001081976	chr1	112025969	TMIGD3
NM_001302680	chr1	112025969	TMIGD3
NM_178454	chr1	111659953	DRAM2
NM_018704	chr1	112938799	CTTNBP2NL
NM_001308264	chr1	113066140	ST7L
NM_017744	chr1	113066140	ST7L
NM_138727	chr1	113066140	ST7L
NM_138728	chr1	113066140	ST7L
NM_138729	chr1	113084412	ST7L
NM_172198	chr1	112318453	KCND3
NM_004980	chr1	112318453	KCND3
NM_001312686	chr1	113615791	LRIG2
NR_103746	chr1	113362790	LINC01356
NM_001142782	chr1	113933474	MAGI3
NM_152900	chr1	113933474	MAGI3
NM_014813	chr1	113615791	LRIG2
NR_125965	chr1	114355233	AP4B1-AS1
NR_037864	chr1	114399256	AP4B1-AS1
NM_001256404	chr1	115127195	DENND2C
NM_198459	chr1	115127195	DENND2C
NM_015906	chr1	114935398	TRIM33
NM_033020	chr1	114935398	TRIM33
NM_205848	chr1	114631913	SYT6
NM_001270805	chr1	114631913	SYT6
NM_001010922	chr1	114419435	BCL2L15
NM_002506	chr1	115828536	NGF
NM_001308316	chr1	115590632	TSPAN2
NM_001308315	chr1	115590632	TSPAN2
NM_001282541	chr1	115397423	SYCP1
NM_003176	chr1	115397423	SYCP1
NM_005725	chr1	115590632	TSPAN2
NR_104211	chr1	115397423	SYCP1
NM_001282542	chr1	115397423	SYCP1
NM_001232	chr1	116242625	CASQ2
NM_000701	chr1	116915794	ATP1A1
NM_001328609	chr1	117297051	CD2
NM_001767	chr1	117297051	CD2
NM_018420	chr1	116519118	SLC22A15
NM_001542	chr1	117117019	IGSF3
NM_001007237	chr1	117117019	IGSF3
NM_024626	chr1	117686208	VTCN1
NM_001256111	chr1	117544371	CD101
NR_110786	chr1	117568103	LOC101929099
NM_004258	chr1	117544371	CD101
NM_006699	chr1	117910084	MAN1A2
NM_001256106	chr1	117544371	CD101
NM_001256109	chr1	117544371	CD101
NR_045604	chr1	117686208	VTCN1
NR_045603	chr1	117686208	VTCN1
NM_001253849	chr1	117686208	VTCN1
NM_001253850	chr1	117686208	VTCN1
NM_206996	chr1	118496287	SPAG17
NM_015836	chr1	119573838	WARS2
NM_201263	chr1	119573838	WARS2
NR_125975	chr1	119683018	LOC101929147
NM_001005783	chr1	119911398	HAO2
NM_016527	chr1	119911398	HAO2
NM_001320149	chr1	120839411	FAM72B
NR_104189	chr1	121102016	SRGAP2-AS1
NM_001330684	chr1	121107151	SRGAP2B
NR_120535	chr1	121107151	SRGAP2D
NM_001271872	chr1	121107151	SRGAP2C
NM_001329984	chr1	121107151	SRGAP2C
NM_001100910	chr1	120839004	FAM72B
NM_001271870	chr1	121107151	SRGAP2B
NR_024511	chr1	144298163	LINC00623
NR_109754	chr1	144298163	LINC00623
NR_024584	chr1	144298163	LINC00623
NR_111953	chr1	144300467	LINC00869
NR_111952	chr1	144300467	LINC00869
NR_111951	chr1	144300467	LINC00869
NR_024510	chr1	144298163	LINC00623
NM_153713	chr1	145477066	LIX1L
NM_014455	chr1	145610989	RNF115
NM_022359	chr1	144951760	PDE4DIP
NM_001198832	chr1	144851423	PDE4DIP
NM_001198834	chr1	144851423	PDE4DIP
NM_004892	chr1	145096406	SEC22B
NM_203458	chr1	145209112	NOTCH2NL
NM_014644	chr1	144851423	PDE4DIP
NR_104217	chr1	145289769	NBPF25P
NM_001195260	chr1	144951760	PDE4DIP
NM_001195261	chr1	144951760	PDE4DIP
NM_001002812	chr1	144890590	PDE4DIP
NM_001002810	chr1	144951760	PDE4DIP
NR_144516	chr1	144832208	LOC100996724
NR_144517	chr1	144832208	LOC100996724
NM_001278141	chr1	146373856	NBPF12
NR_104217	chr1	145827204	NBPF25P
NM_001461	chr1	146657839	FMO5
NM_001144830	chr1	146657839	FMO5
NM_001144829	chr1	146655883	FMO5
NR_120331	chr1	147680369	LOC101927468
NM_004326	chr1	147013270	BCL9
NR_038423	chr1	146853913	LINC00624
NR_110864	chr1	147574322	NBPF11
NM_016334	chr1	147400505	GPR89B
NR_046188	chr1	147574322	NBPF11
NM_183372	chr1	147574322	NBPF11
NM_001101663	chr1	147574322	NBPF11
NM_001135789	chr1	149553002	PPIAL4C
NR_111933	chr1	149287129	LOC388692
NR_135813	chr1	149649059	LOC101929798
NM_001143883	chr1	149553002	PPIAL4A
NR_111934	chr1	149287450	FAM231D
NM_001348147	chr1	149288234	FAM231D
NR_145442	chr1	149288234	FAM231D
NM_001013644	chr1	149288353	LOC388692
NM_001348152	chr1	149288353	LOC100996741
NM_001279353	chr1	150039349	VPS45
NM_007259	chr1	150039349	VPS45
NM_001279354	chr1	150039724	VPS45
NM_001279355	chr1	150039724	VPS45
NR_103998	chr1	150039724	VPS45
NM_004436	chr1	150594598	ENSA
NM_207042	chr1	150594598	ENSA
NM_207043	chr1	150595753	ENSA
NM_207044	chr1	150595753	ENSA
NM_207168	chr1	150599521	ENSA
NR_073514	chr1	150459839	TARS2
NM_001271895	chr1	150459839	TARS2
NR_073513	chr1	150459839	TARS2
NM_025150	chr1	150459839	TARS2
NM_015203	chr1	150336586	RPRD2
NM_004079	chr1	150702671	CTSS
NM_001199739	chr1	150702671	CTSS
NM_001297673	chr1	150336586	RPRD2
NM_001297674	chr1	150336586	RPRD2
NM_001271896	chr1	150459839	TARS2
NM_020127	chr1	151512780	TUFT1
NM_207171	chr1	151375199	POGZ
NM_001194937	chr1	151375199	POGZ
NM_001194938	chr1	151375199	POGZ
NM_015100	chr1	151375199	POGZ
NM_145796	chr1	151375199	POGZ
NM_001330723	chr1	151584661	SNX27
NM_001304763	chr1	151254787	ZNF687
NM_020832	chr1	151254787	ZNF687
NM_001304764	chr1	151254030	ZNF687
NM_030918	chr1	151584661	SNX27
NM_001301317	chr1	151512784	TUFT1
NM_005060	chr1	151778546	RORC
NM_001126337	chr1	151512780	TUFT1
NM_001001523	chr1	151778546	RORC
NR_103778	chr1	152285934	FLG-AS1
NM_001206612	chr1	153606457	CHTOP
NM_001244664	chr1	153606457	CHTOP
NM_015607	chr1	153606457	CHTOP
NM_020699	chr1	153777382	GATAD2B
NM_001159484	chr1	153965167	NUP210L
NM_001317077	chr1	153606457	CHTOP
NM_207308	chr1	153965167	NUP210L
NM_170782	chr1	154669941	KCNN3
NM_001204087	chr1	154669941	KCNN3
NM_002249	chr1	154669941	KCNN3
NM_001317735	chr1	154916558	PBXIP1
NM_020524	chr1	154916558	PBXIP1
NM_000565	chr1	154377668	IL6R
NM_001206866	chr1	154377668	IL6R
NM_004952	chr1	155051347	EFNA3
NM_181359	chr1	154377668	IL6R
NM_001317734	chr1	154916558	PBXIP1
NM_001282626	chr1	156084460	LMNA
NM_018489	chr1	155305051	ASH1L
NM_001256532	chr1	155579960	MSTO1
NM_001256533	chr1	155579960	MSTO1
NM_018116	chr1	155579960	MSTO1
NR_046292	chr1	155579960	MSTO1
NR_046293	chr1	155579960	MSTO1
NR_046294	chr1	155579960	MSTO1
NR_046295	chr1	155579960	MSTO1
NR_024117	chr1	155579978	MSTO2P
NM_170707	chr1	156084460	LMNA
NM_005572	chr1	156084460	LMNA
NM_170708	chr1	156084460	LMNA
NM_001282624	chr1	156095907	LMNA
NM_001282625	chr1	156052336	LMNA
NM_152280	chr1	155829259	SYT11
NM_001257374	chr1	156095907	LMNA
NM_144702	chr1	156890423	LRRC71
NM_005973	chr1	156737273	PRCC
NM_178229	chr1	156495196	IQGAP3
NM_031282	chr1	157543538	FCRL4
NM_005894	chr1	157800703	CD5L
NM_001347698	chr1	157796860	CD5L
NM_005531	chr1	158979681	IFI16
NM_001206567	chr1	158979681	IFI16
NM_003126	chr1	158580495	SPTA1
NM_001284217	chr1	159770300	FCRL6
NM_002241	chr1	160007256	KCNJ10
NM_001098398	chr1	160258376	COPA
NM_004371	chr1	160258376	COPA
NM_020789	chr1	159896828	IGSF9
NM_001231	chr1	160160284	CASQ1
NM_001135050	chr1	159896828	IGSF9
NM_001004310	chr1	159772172	FCRL6
NM_001166663	chr1	160799949	CD244
NM_001166664	chr1	160799949	CD244
NM_016382	chr1	160799949	CD244
NM_012394	chr1	161070345	PFDN2
NM_007348	chr1	161736033	ATF6
NM_001164757	chr1	162039580	NOS1AP
NM_014697	chr1	162039580	NOS1AP
NM_031423	chr1	163291722	NUF2
NM_145697	chr1	163291722	NUF2
NM_001254748	chr1	163112088	RGS5
NM_006182	chr1	162602227	DDR2
NM_001014796	chr1	162602227	DDR2
NM_006917	chr1	165370158	RXRG
NR_026744	chr1	165446078	LOC400794
NR_033824	chr1	165406164	RXRG
NM_001174069	chr1	165171103	LMX1A
NM_177398	chr1	165171103	LMX1A
NM_001256570	chr1	165370158	RXRG
NR_002925	chr1	166573152	FMO9P
NM_001320302	chr1	166025154	FAM78B
NM_012474	chr1	165796731	UCK2
NR_135199	chr1	166025154	FAM78B
NM_001017961	chr1	166038535	FAM78B
NM_052862	chr1	167599473	RCSD1
NM_001286378	chr1	166944818	MAEL
NM_001286377	chr1	166958325	MAEL
NM_032858	chr1	166958325	MAEL
NM_001198786	chr1	167190065	POU2F1
NM_002697	chr1	167190065	POU2F1
NR_037163	chr1	167190122	POU2F1
NM_001198783	chr1	167298280	POU2F1
NM_001322923	chr1	167599429	RCSD1
NM_001322924	chr1	167599429	RCSD1
NM_001937	chr1	168664694	DPT
NM_152902	chr1	168148082	TIPRL
NR_026550	chr1	167885912	MPC2
NM_001017977	chr1	167905796	DCAF6
NM_015415	chr1	167885912	MPC2
NM_001143674	chr1	167885912	MPC2
NM_001198956	chr1	167905796	DCAF6
NM_001198957	chr1	167905796	DCAF6
NM_018442	chr1	167905796	DCAF6
NR_104091	chr1	168873142	LINC00970
NM_003666	chr1	169337116	BLZF1
NM_001320973	chr1	169337116	BLZF1
NM_013330	chr1	169101767	NME7
NR_104229	chr1	169101767	NME7
NM_001320972	chr1	169337116	BLZF1
NM_001677	chr1	169075946	ATP1B1
NM_197972	chr1	169101767	NME7
NM_001136107	chr1	170115187	METTL11B
NM_022716	chr1	170633312	PRRX1
NM_001204517	chr1	169890469	KIFAP3
NM_014970	chr1	169890469	KIFAP3
NM_006902	chr1	170633312	PRRX1
NM_001204516	chr1	169890469	KIFAP3
NM_001204514	chr1	169890469	KIFAP3
NM_001301347	chr1	171154346	FMO2
NM_001460	chr1	171154346	FMO2
NM_002022	chr1	171283321	FMO4
NM_003762	chr1	171669295	VAMP4
NM_001185127	chr1	171669295	VAMP4
NR_033704	chr1	171669295	VAMP4
NR_125960	chr1	173386927	LOC101928673
NM_178527	chr1	173469603	SLC9C2
NM_018122	chr1	173793796	DARS2
NM_001300851	chr1	173900221	RC3H1
NM_001300852	chr1	173900221	RC3H1
NR_037845	chr1	173204198	LOC100506023
NM_001300850	chr1	173900221	RC3H1
NM_172071	chr1	173900221	RC3H1
NM_001243763	chr1	174843523	RABGAP1L
NM_014857	chr1	174128551	RABGAP1L
NM_001243765	chr1	174769034	RABGAP1L
NM_014412	chr1	174968891	CACYBP
NM_001035230	chr1	174844655	RABGAP1L
NM_001007214	chr1	174968570	CACYBP
NM_001330989	chr1	174769034	RABGAP1L
NM_003285	chr1	175291934	TNR
NM_001328635	chr1	175291934	TNR
NM_004319	chr1	176830199	ASTN1
NM_001286164	chr1	176826440	ASTN1
NM_021936	chr1	176432306	PAPPA2
NM_020318	chr1	176432306	PAPPA2
NM_207108	chr1	176837953	ASTN1
NR_037167	chr1	177975274	LOC730102
NM_001286247	chr1	178694281	RALGPS2
NM_152663	chr1	178694281	RALGPS2
NM_001136001	chr1	179079715	ABL2
NM_001324311	chr1	178995258	FAM20B
NM_001168236	chr1	179068461	ABL2
NM_001168238	chr1	179068461	ABL2
NM_001168237	chr1	179068461	ABL2
NM_001324310	chr1	178994938	FAM20B
NM_014864	chr1	178995073	FAM20B
NM_007314	chr1	179068461	ABL2
NM_004841	chr1	178310605	RASAL2
NM_144696	chr1	179334854	AXDND1
NM_001199091	chr1	179560747	TDRD5
NM_001199085	chr1	179560756	TDRD5
NM_173533	chr1	179560756	TDRD5
NM_001199089	chr1	179560988	TDRD5
NM_014810	chr1	179923907	CEP350
NM_033343	chr1	180199432	LHX4
NM_001329713	chr1	179696897	FAM163A
NM_001329715	chr1	179699325	FAM163A
NM_001329714	chr1	179696897	FAM163A
NR_073544	chr1	179335106	AXDND1
NM_001199260	chr1	179809101	TOR1AIP2
NM_001329716	chr1	179699325	FAM163A
NM_022347	chr1	179828164	TOR1AIP2
NM_145034	chr1	179809101	TOR1AIP2
NR_138087	chr1	179696897	FAM163A
NR_138088	chr1	179696897	FAM163A
NR_138090	chr1	179699325	FAM163A
NM_001135669	chr1	180601145	XPR1
NM_004736	chr1	180601145	XPR1
NM_001531	chr1	181002560	MR1
NM_001310213	chr1	181002560	MR1
NM_001195000	chr1	181002560	MR1
NM_001195035	chr1	181002560	MR1
NM_001194999	chr1	181002560	MR1
NM_001328662	chr1	180601145	XPR1
NR_137330	chr1	180601145	XPR1
NM_000721	chr1	181452685	CACNA1E
NM_001205293	chr1	181452685	CACNA1E
NM_001205294	chr1	181452685	CACNA1E
NR_104175	chr1	182173079	LINC01344
NM_002293	chr1	182992594	LAMC1
NM_015039	chr1	183217371	NMNAT2
NM_001357	chr1	182808438	DHX9
NM_170706	chr1	183217371	NMNAT2
NR_033302	chr1	182808438	DHX9
NM_015149	chr1	183605181	RGL1
NM_001300764	chr1	184020784	TSEN15
NM_001300766	chr1	184020784	TSEN15
NM_001297672	chr1	183774214	RGL1
NM_001297671	chr1	183774214	RGL1
NM_001297669	chr1	183605181	RGL1
NM_001297670	chr1	183605181	RGL1
NR_125335	chr1	184020784	TSEN15
NR_023349	chr1	184020784	TSEN15
NM_052965	chr1	184020784	TSEN15
NM_001127394	chr1	184020784	TSEN15
NM_017673	chr1	185126290	SWT1
NM_001105518	chr1	185126191	SWT1
NM_001319960	chr1	184659624	EDEM3
NR_135118	chr1	184659624	EDEM3
NM_025191	chr1	184659624	EDEM3
NM_052966	chr1	184760158	FAM129A
NM_001164245	chr1	186344889	C1orf27
NM_031935	chr1	185703682	HMCN1
NM_017847	chr1	186344889	C1orf27
NM_001164246	chr1	186344889	C1orf27
NM_001311193	chr1	186798031	PLA2G4A
NM_024420	chr1	186798031	PLA2G4A
NR_126347	chr1	187061973	LINC01036
NR_132374	chr1	187412759	LINC01037
NR_110716	chr1	190447389	LINC01351
NM_001317188	chr1	190066796	BRINP3
NM_199051	chr1	190066796	BRINP3
NR_033922	chr1	190594019	LINC01720
NM_130782	chr1	192127591	RGS18
NM_197962	chr1	193065594	GLRX2
NM_001243399	chr1	193065594	GLRX2
NM_016066	chr1	193065594	GLRX2
NM_001319291	chr1	193065596	GLRX2
NR_125789	chr1	193273874	LINC01031
NM_024529	chr1	193091087	CDC73
NM_001287819	chr1	196194909	KCNT2
NM_001287820	chr1	196194909	KCNT2
NM_198503	chr1	196194909	KCNT2
NM_001201551	chr1	196857143	CFHR4
NM_006684	chr1	196857143	CFHR4
NM_001201550	chr1	196857143	CFHR4
NM_001257965	chr1	197170591	CRB1
NM_001193640	chr1	197237333	CRB1
